,text,labels
646,보는 내내 찝찝하고 영화가 끝나고 나서도 불쾌했다 중년의 남성이 이렇게까지 추잡해보일 수가 있을까,0
647,진짜 퀵 이유로 이렇게 어이없고 재미없는영화는 처음입니다 진짜 돈 아까운 적은 두번째라,0
648,진짜 재미없다 영화관에 삼십분정도 늦게 들어갔는데 사람이 한명도 없고 그 이유를 왠지알것같네 완전 비추요,0
649,2012년에 본영화인대 솜이랑 키작은 남자 살아서 나감,0
650,ㅋㅋ 조금은 유치했지만 왕조현 주윤발 이것만으로도 충분히 볼만했다,1
651,난 솔직히 재미없었어 코믹요소가 없어서,0
652,싸구려 왜색 영화 키작고 교활한 일본 원숭이들의 망상 사무라이 정신 토나온다,0
653,재미있게봄 감동적이고,1
654,아니 찍어놓고 모니터링 한번 안하나 어떻게 염치 업이 이런걸 극장에 걸수가 있지,0
655,영화산업이라고 하잖는가 이딴식으로 홍보 해놓고 속여서 팔았다는 게 소비자 입장에서는 짜증난다 그나마 다행은 아주 싸구려를 상급품으로 속여판 게 아니라는 점 그래서 1점 차라리 연상호 감독 작품 처럼 홍보가 됐다면 그 비슷하게 만이라도 하지,0
656,완전 감동이다 ㅠㅠ 박신혜 짱이뻐요 ㅎㅎ,1
657,절망속에서 결국 빠져나온 눈물겨운 실화,1
658,국민학교 다닐때 이거 동생이랑 보다가 눈물이 ㅋ,1
659,욕망이라는 이름의 전차,1
660,디 워랑 같은 부류 저예산 저렴한 CG 마구잡이 연출,0
661,무기여 잘있거라는 보는 내내 손에 땀을 쥐고 본 첫번째 애니,1
662,배우들 연기력이 아깝다 별 한 개도 아깝다,0
663,딱 90년대 코미디 영화,0
664,어릴때 진짜 재미있게 봤음 ㅋㅋㅋㅋ,1
665,정말 최고의 영화고 마지막 아이들의 노래와 비행기가 정말 잊을수 없는 여운을 남긴다 이런 영화를 이제 알게 된 것 자체가 후회될 정도로 잔잔하고 깊은 여운이 남는 영화,1
666,보면서 어이 없어서 헛웃음만 나던,0
667,악역인 금단비가 더 주목받았다는 것은 주연여배우들의 미스캐스팅을 의미한다,0
668,General,0
669,보고 나서도 내내 여운이 남는 영화,1
670,절대로 보지마라 보면 후회한다 이걸 영화라고 만든거냐 볼 사람은 뇌를 놓고 보아라,0
671,무슨 내용인지 도통 모르겠다 쓸데없이 특별해 보이려는 시도에만 열중이었던 영화,0
672,기쁨 슬픔 생명 그리고 죽음 인간의 역사속에 거대한 하나님의 우주적 섭리가 느껴지는 영화 특별히 어머니의 역을 맡은 여배우의 여성미와 자애로움이 인상적이다 인생을 살면서 그런 존재가 된다면 영상미 예술이다,1
673,이게 뭔가요 내용도 없고,0
674,평점 어마어마하게 높네 빨리 낮춰야 할듯 5점이 적당한 영화,0
675,이야기도 보통 재미있고 10점 정도는 아니라고 봐요 5점 6점 정도인데 고릴라 제작한거도 잘했긴 했고 하지만 감동은 보통 아쉬운 결말,0
676,솔직히 웬만한 공포영화는 다 섭렵할만큼 매니아인데 주온은 정말 무서웠었다 아직까지도 샤워하면서 머리감을때 공포를 느낀다 누가 나를 쳐다보고 있는 느낌이라서 이 느낌 나말고도 겪어본사람 있을거야 그만큼 당시에 대단했던 영화다,1
677,아름다운 영화였어요,1
678,정말 광해와 비슷한가,1
679,조쉬 하트넷 특유의 여성들을 자극하는 나약한듯하면서도 남성적인 이미지를 작 부각한듯,1
680,정말 속은느낌이다,0
681,몸매 베드신 보기좋다고 한사람은 영화 안본사람,0
682,잘 봤어요 외모뿐만이 아니라 여러가지들을 따지며 사랑에 빠지는것이 아니라 하려고 하는 요즘 사람들에게 좋은 영화인거 같아요,1
683,최악의 쓰레기 어설프려고 정말 노력했다,0
684,콜린파렐 123412341234,1
685,난이게 제일 재밌었는데,1
686,난 좋았는데요 괜찮았어요,1
687,영화보다 댓글이 더 재밌어,0
688,에라이 미친 사이코 드라마야,0
689,모든 일본문화가 들어가 있다고 할 수 있을까 최고의 사극,1
690,엄청나게 기대를 하고 본게 아니라 괜찮았던듯,1
691,더빙이 똥이야,0
692,안타깝네 이해를 못하는사람들 속출 불교적이고 철학적인 작품,1
693,진짜 이런 개 씨 1바ㄹ OOO 같은 영화 개 시간낭비 의미도 없고 무섭지도 않고 내가 왠만하면 공포영화는 즐겨보는데 이건 진짜 OOOO같다,0
694,색다르고 재밌는 영화였음 실제로도 이런 일이 있다면 참 재밌을 것 같음 막장 막장,1
695,어캐봐여 꼬옥 보고싶내여,0
696,정말 식상하다못해 촌스럽기까지,0
697,종교적 분위기 물씬 풍기는 최루성 가족영화,0
698,재밌다,1
699,그냥 살지 그랬어 이성재만 멋짐,0
700,음악영화라 나에겐 취향저격이지만 비긴어게인처럼 대중적으로 흥행하긴 힘들 영화네요 하지만 여주가 너무 매력적이에요 ㅎㅎ,1
701,별 0개 선택 왜 없어요 솔직히 별 반개도 아깝다,0
702,돈에 미친 남편과 아기에 미친 돈 있는 남자 그속에서 갈등 하는 여자 18,0
703,어린이의 시점에서만 볼만하겠지 오로지 어린이의 시점,0
704,잠을 청할 수 있었다,0
705,좋아하는 사람의 뇌가 아니던가 완전 난해함 결말 왕실망임,0
706,전작에 비해서 왠지 허탈하다 카이사르도 전작이 더 멋있는 듯 하고,0
707,김민종 최고 더 잘되시요,1
708,공격적인 재미 유순한 여성성 일기토 지략 삼국지의 그것과 맞짱,1
709,점수를 주고 싶다 2003년에 이정도 밖에 못 만들었다는게 충격,0
710,비디오테잎으로 좍좍 감아가며 봤던 영화 가장 슬펐던 영화,1
711,도입부를 제외하고는 따분 헬기에서 민간인을 마구 쏴 죽이는 미군 베트공 여성 스나이퍼 등 현실감 없는 극단적인 설정 라이언 일병에서의 업햄 그리고 이 영화 주인공인 조커 두 넘 모두 내가 싫어하는 캐릭터 착한척 하면서 주위에 피해를 주는 넘들",0
712,재밌는데 나만 그런가 참고로 우리나라 까거나 하는건 하나도 안나옴 그냥 지들끼리 소설쓰고 지들끼리 자위하고 자위대도 등장하는데 그사람들도 자위나 하고 있음 일본 감정 다 떠나서 과학도로써 과학적으로 볼만한 영화였음 신선함,1
713,제 취향은 아니네요,0
714,평점 조절,0
715,1점도 아까운 쓰레기영화 전작이 아까움,0
716,일편에 비해 삽질하는 브리짓이 쪼끔 짜증날 때도 있었지만 그래도 여전히 사랑스럽다 ㅎ 콜린 퍼스와 휴 그랜트를 한자리에 모아놓은 것 만으로도 10점줘야함,1
717,지금까지 본 아이리스 시리즈 중 최악이다 ㅠㅠ 이거해도 너무 하는거 아닌가 수치스럽다 연기고 자시고 다 떠나 너무도 허접합,0
718,연기력 때문에 할말이 없다 정우성과 고소영이 왜그토록 흥행작이 없는지 알고싶으면 비트에서 연기하는거 봐라,0
719,전라도 노예 업주 처벌 안받았나요 이슈가 안됐네요 그러고 보니,1
720,배우가 아깝다,0
721,볼만 한데,0
722,결말의 의미공자가 자연에 숨어사는 노자에게 말했지 짐승도 끼리끼리 사는데 사람이라고 따로 사냐고 진정 순수함은 더러운 것 사이에서도 그 빛을 유지하는것,1
723,크리스 터커 짱이삼 ㅋㅋ,1
724,믿고보는 덴젤와싱턴 근데 모레쯔는 왜 이렇게 후덕하지,1
725,나오코 진짜 집중 안된다,0
726,감독이 밥은 먹고 다니는지 궁금하다 배틀로얄2 이후로 최고 쓰래기,0
727,아 재미 너무 없네요 시간 아까워요,0
728,난 잼있던데 ㅎㅎ,1
729,어떻게 상류층의 속물근성을 정당화시키면서 미화시킨지 모르겠다 감독이 국회의원이나 사회적 강자한테 아부하고 싶은 가봐요 그리고 얼굴만 예쁘다고 왕되는것은 맞지만 드라마라도 도덕적으로 표현좀 해야되는게 아닌가요 감독님 정신차리세요,0
730,가만히 보고만 있어도 씨익 웃음나는 행복한 가족의 이야기,1
731,사고 후 잠시 정상인이 되었던 일탈,0
732,좋은 영화,1
733,이거 예전에 나온거 같은데 재미네,1
734,샬라샬라 나오다즁자쥬아,0
735,감독의 옹졸함과 치졸함이 묻어나는 영화,0
736,팔빠다 ㅋㅋ,0
737,재미없음 -_-,0
738,무슨 생각으로 만든걸까,0
739,스토리도 흥미롭고 배우들의 연기도 인상적이다 충분히 볼만하다,1
740,내 인생 최고의 미드,1
741,이 영화를 보고 사랑하고 싶다 라는 생각을 했습니다 청소년 관람불가임에도 선정적인 장면은 나오지 않았습니다 연인 혹은 솔로이신 분들에게 추천합니다,1
742,일본공포영화는 링 주온 이후로 망했음,0
743,지루하다 지루해,0
744,625를 직접 겪은 어르신들 얘길 들어보면 그당시 잔인한 학살은 대부분 주민들 서로간에 주로 하층민들의 복수심에서 비롯된 또는 군경이 빨치산 학살한다며 벌인 살인이었지 정작 북한군은 민간인들한테는 잘해줬다고 하던데,1
745,그냥 다큐일뿐,0
746,10점 짜리 영화는 아닌데 개인적으로는 평균 평점 7점 정도의 가치는 한다고 본다 스타일리쉬한 영화  ㅋ,1
747,정말 질질끌고 작가님 제발 좀 적당히 하시죠 은희수역맡은 사람도 그만 나쁘게 만들지 아침드라마가 막장이네,0
748,으이구 괴물 그래픽이나 좀 다듬지 그게 머니 다 티나게 공포영화보다 웃은 건 첨이다,0
749,대표적인 쓰레기 김치드라마,0
750,네이버 별점 꽤 신뢰도가 높네요 5점 이하는 안보는게 좋을듯,0
751,남주 헤어스타일 왜 저래 가게분신노찌쯔,0
752,이런 영화는 두번 봐야지 안다 작은 일에도 크게 화를 만드는 저나라의 국민이 인상깊다,0
753,김명민이 약 구해서 차 탔을 때 진짜 설마설마 했음,0
754,보지말아라 재미있든 재미없든 진짜 찝찝하고 기분 드러운 영화공포영화 싸이코 영화,0
755,짝퉁 쓰래기,0
756,이거 시청률이 너무 낮은대 명작이고만,1
757,현실감 제로지만 배우들이 너무 좋았어요 특히 다니엘헤니를 많이 볼 수 있어 좋았어요 같은 남자지만 게이는 아닙니당 다니엘헤니 최고 설경구 씨두 최고,1
758,프레디가 나에게 모욕감을 줬다 그래도 프레디라서 4점 준다,0
759,잼없네요 넘,0
760,평점이 너무 높군요 원작으로 보심이 나을듯 짧은  러닝타임에 감사하다고 해야하나 주인공이 썰매를 타고 목적지에 가니 모든 사람들의 기억이 돌아온다는 황당한 설정이고 인간의 감정을 통제한다는건 데몰리션맨 이퀄리브리엄에서 봤기 때문에 신선함도 없음,0
761,막장 드라마의 원조격인 영화 근데 이 영화는 확실히 로즈번이 살린듯,1
762,해군 출신이라 관심있게 본 영화,1
763,파란색 슬픔이 영화에,0
764,액션 완전 OOO기 차라리 유오성이 나오는 챔프를 보겠다,0
765,폭풍오열 ㅠㅜㅠ ㅍ퓨ㅠ,1
766,착한영화 그리고 재미없습니다,0
767,사소한 이야기조차 눈을 뗄수 없게 만들던 거장의 솜씨 예전 장이모우 그립다,1
768,내가 본 영화중 베스트 5안에 듬 진짜 꼭 보세요,1
769,지금까지 본 페이크다큐영화중 제일 별로,0
770,재미도 있고 공감도 되는 누구나 즐길수 있는 독립영화 ,1
771,시미즈레이코의 만화책 비밀에서 영향 받은거 아냐 똑같애,0
772,기존 한국 영화에서 느끼지 못한 색다른 느낌상업적이기 보다는 새로움에 도전한듯한,1
773,장난하나 반전 같은거 있을 줄 알고 끝까지 다 봤는데 진짜 아오 시간아까워,0
774,예고편을 왜 하는건지 모르겠음 예고편에 나오는건 하나도 안나오고 예고편은 대판 쌈질 하는것 마냥 나오더니 하하호호 하고 끝남 예고편이 무슨 뜻인지를 모르는건지 시청자들을 호구로 보는건지 낚시질좀 그만하시고 차라리 시청률 걱정되면 폐지해,0
775,난 프랑스 영화가 이래서 좋다,1
776,쓰레기 쓰레기 쓰레기 쓰레기 쓰레기 쓰레기 쓰레기쓰레기,0
777,참 재밌게 봤는데 귀여운 지미 +_+,1
778,시간이 지나서 또 봐도 정말 가슴애린 드라마 ㅠ.ㅠ,1
779,사촌동생들 때문에 같이 보긴했는데 정말 사촌동생들도 재미없다고 하네요,0
780,설득력없는 꼴통페미니즘 페미나치적인 마인드,0
781,B급을 지향하는 C급 작품,0
782,음 잘 모르겠다 뭘 봐야 하는 건지 소녀 가장 이야기인가,0
783,우리와 틀리다고 생각했던 장애인이 우리와 틀리지 않단 것을 알려주었다,1
784,재밌고 감각있고 쿨한 영화였는데 마지막 결말이 약간 아쉽지만,1
785,그냥 재미없네 보던거니까 마저봐야지 이랬는데 갑자기 원주민생활하는건 진짜 어처구니가 없었음 이건 그냥 영화가 아니다,0
786,진짜 언제 90분이 지나갔는지 모를정도로 몰입해서보고 정말 너무 재미있게 봄 너무 아련해서 영화 평 정말 처음 남겨봄 진짜 내가 이 나이에 애니를 보며 이 밤중에 이렇게 울줄이야 에몽아 ㅠㅠ,1
787,사과해요 나한테,1
788,골목상권에 들어온 대형슈퍼마켓이 생각난다,0
789,평점 조절이 필요하다 라는 생각이 든다,0
790,무협 멜로의 걸작 말해 모해,1
791,너무 재미있게 보았는데요 다시 볼수없을까요,1
792,오글거리고 유치하고 완전최악이었음,0
793,절대비추,0
794,한국껀줄 알앗는데 일본꺼엿네 ㅋㅋ,0
795,꽃 한송이 놓고 갑니다 ㅋㅋ,0
796,내 삶의 가장 의미있는 일 중 하나라면 바로 이 영화를 봤다는 것이다 살면서 죽기 전에 한번 꼭 봐야 할 영화,1
797,생각보다 볼만했음ㅋ 여주인공이 연기가 좋네여,1
798,자꾸 뭘 설득할려하고 설교할려고 하는게 보기거북하다. 그리고 결혼반지를 위해 범죄가담하다니 무슨 개역지 설정이냐,0
799,와,0
800,제발 전문성우를 써주세요 ㅠㅠ,0
801,살면서 처음 접해본 장르라서 조금 당황스럽다 솔직히 영화 자체는 100% 자신의 색깔에 충실했고 완성도 역시 뛰어난 편이지만 좋아하지도 이해하지도 못하겠다 ㅋ,0
802,오늘 아이데리고 봤는데 아이는 좋아하데요ㅎㅎ 미취학 초등 어린이에게 추천,1
803,이것을 끝까지 참고 본 내가 제일 자랑스럽습니다,0
804,존내 재밋습네다,1
805,안봐도 되는 영화,0
806,원작 망쳤네요,1
807,그냥 주는거다 5점은 아닌 듯,1
808,나쁘지 않으나 개인적으로는 지루했다는,0
809,어의없는 스토리 여자 죽을때 웃음나옴 로맨스 영화냐,0
810,순수함이 두근거려 좋았다 감독님은 관객들이 뭘원하는지 잘아는듯 여운이 많이 남는다,1
811,기방난동 사건이후 최악의 영화 재밌다는 사람들 믿고 봤더니 다 알바생인듯 ㅜㅜ,0
812,로맨스와 스릴러 짬뽕놔서 뭘 말하고 싶은건지 스토리도 허황된 느낌,0
813,이건좀 아니잖아,0
814,윤아은 안됨 원작자님 캐스팅에 참여해주세요 작품 망치면 안 되잖아요,1
815,지금 생각해도 내가 본 영화중에 이 영화는 내생애 최고의 영화였던 것 같다,1
816,천녀유혼 1 2 에 비하면 뭐라 표현하기 힘든 퀭한 영화,0
817,불륜을 미화한 영화 남은 사람들은 어쩌라고 또 돈걱정 따위 안하는 사람들의 이야기를 공감하라고 강요하는 영화 음악이랑 영상미로 3점,0
818,최고다 walk like a man 이란 노래는 원곡보다 영화속 노래가 훠 얼씬 좋아요,1
819,소재가 굉장히 신선했다,1
820,내사랑 키아누 ♡.♡ 리브스 ♡.♡,1
821,두말할 나위없이 최고의 작품 인생에 대해서 생각해보게 하는 깊이있는 영화전 출연진과 제작진에게 큰박수를 보낸다,1
822,솔직히 산만 하기만 했다,0
823,말이 필요없지 성룡영화에선 무언가를 다른 것을 느낄수 있다,1
824,화학을 해서 그런지 잼잇게 봣습니닼ㅋ 옆에 친구 중간중간 노이해 나중에 해석 ㅠㅠ 잼잇엇숩니다,1
825,아직 준비되지 않는 젊은 영화인들여 함부로 장편에 손대지 마라 천천히 공부하고 나와라,0
826,으엉 간만에 추억 돋아서 봤는데 사실 원작 자체도 두서없이 전개되는데 영화감독은 내용 앞뒤도 없이 막 잘라서 정신없음 ㅇ 배우들은 책읽고 특히 대사 그대로 살린거 오그리오그링 ㅋㅋㅋ 간만에 소설로 읽어야지,0
827,개 쓰레기 같은 것들아 감히 파라노 말엑티비티를 팔아먹냐,0
828,기억은 조작되기 마련 그사람이 아니고서는 함부러 말하지 말자,1
829,재밌게 봤습니다 그저 문헌에 적힌 문란한 사도세자가 아닌 정조의 아버지로서 그 그릇이 어느 정도였는지 잘 보여준 작품이 아니었나 싶네요 시나리오도 시나리오지만 배우들 연기가 일품이었습니다,1
830,휴일 낮에 침대에 누워서 티비보다가 영화채널에서 틀어주길래 어쩔수 없이 봤는데 나중에는 벌떡 앉아서 봤던 영화 완전 몰입되고 나름 스토리도 치밀하고 해리슨 포드다운 액션 좋습니다 저는 영화광도 영화 평론가도 아니고 영화 자주보는 일반 남자 사람임,1
831,절제의 미학이 아니라 지루함의 극치가 되버린 안타갑다,0
832,영화관에서 보기엔 돈아까웠다 솔직히 재미없었다  ㅜㅜ,0
833,인간의 솔직함을 보여 주고 싶었는가 이런 방법 말고도 다른 방법이 충분이 있을텐데,0
834,정말 사랑에 대해 다시 생각한거 같습니다 감동이에요,0
835,내용은 교육적이나 정말 지루해서요 ㅜ,0
836,꿀잼 특히 소유랑 서인영 ㅋㅋㅋㅋ 매력터져,1
837,태어나서 본 영화 중에 제일 재미없었음,0
838,화면을 흑백으로 바꾸기만 하면 50년대 작,0
839,쇼핑몰 안에서만 찍어서 너무 재미없고 답답한 내용도 없다,0
840,진짜 쓰레기 영화 돈아까워 죽는줄 알았다 여러분 보지 마세요,0
841,와아오 두근두근 익스트림자체,1
842,폭력영화 자극적이고 실험적이라고 예술인가,0
843,일본영화랑 비슷한건 저만 느끼는 건가요 수트입으면 미남으루 변하구 마지막에 평생 입으라구 권유받구 창조가 이렇게까지 중복될수 있눈건지 잘 모르겠네여,0
844,진짜 이렇게 재미도 없고 감동도 없는 영화는 처음이네 특히나 박사고 나발이고 모든 인물들이 컴퓨터 할때 손찍는데 키보드 누르지도 않고 ㅋㅋㅋ 컴퓨터 화면들은 똑같은 파트만 무한 반복되고 허접해도 너무 허접하네 배우들 연기도 개떡이고,0
845,최고의 농촌드라마,1
846,독립영화 실력자들의 스타 리그 옴니버스라는 피로감이 극복되는 수준이다 얼음강은 단독 장편으로 만들었어도 좋았을 듯 주인공이 혹여 평소라면 1%도 공감 안되는 여호와의 증인이라도 납득이 될 정도로 감정을 설득하는 솜씨가 탁월하다,1
847,좀비 좀비 그러는데 좀비 아닙니다 우주의 아름다움에 미쳐버린 인간일뿐 충분히 가능한 일이죠,1
848,개 재미없음 막장 스토리 어거지 ㅋㅋ,0
849,뭐하나 흠잡을 것이 없다 최고,1
850,OST가 좋은 영화,1
851,탁재훈 나오믄 재밌는데 와이라지 스토리 중반부터 너무 쳐짐 약해 약해 약해 지겨워뒈지는줄알,0
852,서스펜스도 없고 스릴도 없다,0
853,우리나라 정서하고 안맞다,0
854,어디선가 많이 본 흔한 스토리,0
855,최고의 드라마,1
856,우리 모두는 누군가에게 섬머였다,1
857,힘알이 하나 없는 주인공들 맥이 다 빠진다,0
858,너무 너무 귀여운 영화,1
859,전형적인 일본식 엽기 괴짜 코메디 그 특이함에 끌리는건 왜지,0
860,와 이걸 5점 이상 준 사람들은 뭐지 나루토 극장판 중에 가장 쓰래기,0
861,정당한 노력이란 보상받게 마련이다 나름 일정 성취가 있고 좋은 결실을 거둔 작품,0
862,아씨 울었다,1
863,기적은 이미 일어났다,1
864,아이들과 함께 보기 좋았지만 그냥 그래요,0
865,전율을 느꼈다,1
866,여기저기 지저분한 내용에 이기적인 사람들의 역겨운 연애사 마지막으로 갈수록 시청률 안나오니까 막 갈겨쓴 내용,0
867,별로 완전별로 마지막 빼고 넘 유치하고 재미없고,0
868,세월이 지나서 다시 보니 뭔가 먹먹함이 다르더군요 공감하는 사람이라면 가슴속에 명작으로 남을 듯,1
869,아이들이 보기엔 좋을지도,0
870,보니까 선정성이 좀 15세 같음 그래도 액션은 좋음,1
871,카타르시스를 느끼기에 충분한 값진 영화였다,1
872,여주 린제이 로한 닮았다 전체적인 분위기나 배경은 좋았지만 내용은 지루했다,0
873,당신이 솔로가 아니면 이 영화를 보지마세요,0
874,남이 차안에서 전화통화 하는걸 90분 가까이 구경하고 있으라고 폰부스는 명작이라 생각하지만 이 영화는 진짜 장난하나,0
875,전형적인 저질영화,0
876,답을 알려고 하지마라,1
877,재미 잇음 매우,1
878,진짜 잘 만든 수작,1
879,제발 2좀 찍어주세요 현기증 난단 말이에요,1
880,너무나도 따뜻한 마음이 따뜻해지는 한번쯤 자신을 되돌아보게 만드는 영화,1
881,뭔가 조금씩 부족한 영화 놀래킬려면 확 놀래키던지 어정쩡한 -_-,0
882,이거 참 소재는 참 좋은데 내용 전개가 개판 사람수도 많고 총도 있는데 그걸 지들끼리 서로 다 흩어져서 일방적으로 밀리네 거기다 식인종이라면서 표현을 좀비로 해놓으면 어쩌잔거야 식인으로 인해 인성이 말살되고 짐승화 되었다는 표현이라도 있던가,0
883,포스터만 그럴싸하다 13구역이라는 이름만 가져다 쓴 영화 완전 졸작이다 액션 신도 개허술하고 스토리도 이상하다,0
884,대체 왜 재미없다는거지 난 존나 재밌던데,1
885,늑대들의 여정이 너무 낭만적이었던 애니 스토리도 좋지만 음악은 일본 애니중에 탑으로 뛰어나다,1
886,미국 흑인 민권운동사를 완벽하게 요약했다,1
887,그가 뛰어내리지 않았다면 어떻게 되었을까,1
888,8점대는 나와야지 그냥 단순한 액션공포물이 아닌데도 긴장감 공포감 연출 쩔고 음악도 좋고 몇년이 지나도 기억나는 인상적인 좀비물인데 평점 너무 짜서 10줌,1
889,아역 연기는 좋았으나 내용은 쓰레기,0
890,진짜 재미없다 극장에서 볼거 없어서 걍 스릴러라길래 봤는데 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 웃음 밖에 안 나온다 혹시나 해서라도 절대 보지마라 진짜 제발,0
891,평점은 믿지마셈 재밌음,1
892,이거 좋다는 놈들은 뭐하는 것들이야 ㅡ.ㅡ,0
893,이게 21c영화냐 90년도 영화냐 쓰래기들아,0
894,ufo를 믿으려는 자들.,0
895,너무 구식으로 웃길려고 함. 보는 내내 지겨움,0
896,이런거 좋아하는 사람들 정신 세계가 궁금하다,0
897,연예계의 현실을 알리고자 하는 마음은 알겠지만 영화의 재미는 없었다 지루해 죽을뻔 했음,0
898,아주 재미있고 책으로봐도 정말재미있다,1
899,끝내주게 재밌다,1
900,유투브 동영상을 돈내고 보는게 낫다는 생각이 들게한 영화,0
901,아쉬운 점도 있지만 스토리에 맞는 분위기나 배경 지하철기관사의 삶 등을 잘 묘사,1
902,스타워즈 1편과 맞아 떨어지도록 잘 만든 영화 최고의 에피소드 다스베이더의 탄생과 루크 레이어의 운명을 알수있는 레전드,1
903,소희가 귀엽다 귀엽다 졸귀,1
904,소문난 잔치 호화 캐스팅에 먹을 건 없다,0
905,주성치 영화 최고의 졸작,0
906,구우우웃,1
907,딱히 흠잡을 것도 두근거릴 것도 없는 교과서적 플레이,0
908,영화의 중심은 역시 스토리인것을 반전의 반전 너무 재미있다,1
909,8.3이 아니라 9.3이 아닌가,1
910,참 재미있었다 연기를 발로 하는 삼류배우들 얼굴보면서 ㅋㅋㅋ,0
911,재밌군1
912,이것도 재밌는데 ㅋㅋ,1
913,1점도 아깝다 평쓰는 것도 귀찮다 보는 내내 오글거려서 손발사라지는 줄 알았다,0
914,기대 안하고 봤는데 영화 보는 내내 몰입해서 재미있게 봤어요,1
915,유쾌함과 스릴러적인 요소가 잘 어울려진 명작 후속작 보다 훨씬 매력있음 두고 두고 간직해두면서 꺼내보고 싶은 영화,1
916,좋네 괜찮고,1
917,명작 너무 좋았던 드라마 스토리 캐스팅 연기 음악 연출 모두 완벽했던,1
918,괜찮은 영화 영화도 괜찮았지만 나영언니 완전머싯고 예뻤음 ㅠㅠ,1
919,일단 재미있다 고래 몇마리로 국가적으로 호들갑떠는게 오버스럽겠지만 그런 모습이 우리는 모두가 도와가며 살아야하는 지구의 생명이란 메세지는 참으로 감동적이다,1
920,지금 첨봤는데 1회만 봐볼까하고 봤다가 주말 밤새완주하였다 여운이 많이 남는 드라마,1
921,애니메이션 뮬란이 아쉽다 전쟁씬도 그렇고 연기도 그렇고 이야기도 그렇고 그저 그래,0
922,기대 않하고 봣는데 진짜 내용도 좋고 재미도 있네요,1
923,좋았다,1
924,슬픈 맑음 파문에 주목하라,1
925,김윤진 좋아하니깐 ♡,1
926,재밌따,1
927,무리수가 되어버린 코미디 기획상품,0
928,나홀로 집에와 더불어 나의 최고의 영화,1
929,나는 떠올랐다 그옛날 국산애니 아마겟돈의 악몽이,0
930,완전 역겨운 쓰레기 영화다 기술적 수준을 떠나 각본이 무개념,0
931,sunday booldy sunday 고결한 신사들께서 무슨 짓을 하셧을까,1
932,캬 개안음 ㅎㅎㅎㅎ,1
933,보는 내내 너무 너무 재미있었음,1
934,김소현 팬됬습니다 너무 재밌음,1
935,삐에로와 흑인남자와 싸웠을때 재미있었다  ㅋㅋㅋ 아 웃겨,1
936,유럽영화가 이번정부에 많이 들어와 즐겁긴하다만 그 내용들이 왜 이리 진부한걸까 유럽영화를 욕되게 하고있단 소리다,0
937,왠만한 허접 영화도 재미있게 보는데 이건 도를 넘어섰다,0
938,어떤 누구도 다른 이의 삶과 죽음에 대해 왈가왈부 할 순 없다,1
939,굿굿굿 또해라 또해라 제발 ㅠㅠ,1
940,주님께서 부르셔서 제가 여기 있나이다,1
941,미성년자가 돈많은 아저씨에게 순결을 바치고 데인후 결국 정신차리고 공부해거 명문대가는 진부한 결말,0
942,정말 재밌게 봤고 빈센트도 꼬마도 연기 너무 잘하네요. ㅎ,1
943,솔직히 원작보다 훨씬낫다 원작 무슨 인간이 말도못하게 설정해 놨어,1
944,말이 필요없음 아 진심 개 재밌다 ㅠㅠ",1
945,보니까 이 양반이 다세포 소녀 감독이네,0
946,굿 잡 친구랑 또 보고 싶네요,1
947,재미 진짜 흥하네 근데 yang 이새끼 관종인가 ㅋㅋㅋ,1
948,야경꾼보다 엉망지루함,0
949,예원찡 그만울어,1
950,근 5년동안 본 모든 영화 통틀어서 최악의 영화 시간이 남아돌때 봐도 시간이 아까운 역대급 쓰레기 영화,0
951,감동이다 참고로 이 영화 보신분들 마지막 엔딩부분에 자막으로 나오는 부분잇죠 이게 영화상에서 실화라는거지 진짜 레알 현재 실제로 실화라는 말이 아니에요 전지현이 피디잔아요 다큐찍는거 그 다큐에서 엔딩장면이지 진짜 실제가 아니에여 쨋든,1
952,달기지 미니어쳐 티 팍팍 나던데 우뢔매 보는줄 알았다 혹시 특수효과 감독이 심형래,0
953,재미 드럽게 없다 ㅋㅋㅋ,0
954,야 세르게이 작은 고추의 매운맛을 보여주마,0
955,정여립과 정철 기축옥사까지 스토리 탄탄해서 좋습니다 배우들도 연기 참 잘하고 남녀주인공들 케미도 좋고 챙겨 볼 수 밖에 없는 드라마 ㅠㅠㅠㅠ",1
956,개 영화네요 내용도 없고 그냥 심심해서 만든 영화가,0
957,두개는 줄려고 했는데 알바가 많아서 아후 볼거없어서 채널 돌려도 다시 다른데로 돌리게 만드는구나,0
958,왜 0점은 줄 수 없나요,0
959,영화사에 남을 작품 실험 영화의 완성본,1
960,자식을 그렇게 때리냐,0
961,이게 대체 무슨 내용이야,0
962,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 옛다 1점이나 처먹어랔ㅋㅋㅋㅋㅋㅋㅋㅋ 이게 7점급 이건 1점짜리 내용도 결말도 살다 살다 뭐 이딴,0
963,감동적이였고 좋았습니다,1
964,초반에 개 재미 없었는데 볼수록 점점 재밌어짐 외계인이 내가 알던 에일리언에 나오던 외계인이 아니야,1
965,쇼핑백 잊혀지지 않는다,0
966,의도는 좋지만 너무 몰입이 안되는걸 어떡해,0
967,유치하지만 가볍게 볼만함,0
